Mareografo,Fecha,Nivel
Buenos  Aires,2025-04-23 04:45:00-03:00,1.06
Buenos  Aires,2025-04-23 05:45:00-03:00,0.93
Buenos  Aires,2025-04-23 06:45:00-03:00,0.75
Buenos  Aires,2025-04-23 07:45:00-03:00,0.69
Buenos  Aires,2025-04-23 08:45:00-03:00,0.53
Buenos  Aires,2025-04-23 09:45:00-03:00,0.53
Buenos  Aires,2025-04-23 10:45:00-03:00,0.62
Buenos  Aires,2025-04-23 11:45:00-03:00,0.8
Buenos  Aires,2025-04-23 12:45:00-03:00,0.91
Buenos  Aires,2025-04-23 13:45:00-03:00,0.95
Buenos  Aires,2025-04-23 14:45:00-03:00,0.88
Buenos  Aires,2025-04-23 15:45:00-03:00,0.77
Buenos  Aires,2025-04-23 16:45:00-03:00,0.64
Buenos  Aires,2025-04-23 17:45:00-03:00,0.53
Buenos  Aires,2025-04-23 18:45:00-03:00,0.41
Buenos  Aires,2025-04-23 19:45:00-03:00,0.31
Buenos  Aires,2025-04-23 20:45:00-03:00,0.22
Buenos  Aires,2025-04-23 21:45:00-03:00,0.12
Buenos  Aires,2025-04-23 22:45:00-03:00,0.07
Buenos  Aires,2025-04-23 23:45:00-03:00,0.12
Buenos  Aires,2025-04-24 00:00:00-03:00,0.52
Buenos  Aires,2025-04-24 00:45:00-03:00,0.28
Buenos  Aires,2025-04-24 01:45:00-03:00,0.52
Buenos  Aires,2025-04-24 02:45:00-03:00,0.6
Buenos  Aires,2025-04-24 03:45:00-03:00,0.68
Buenos  Aires,2025-04-24 04:45:00-03:00,0.73
Buenos  Aires,2025-04-24 05:45:00-03:00,0.7
Buenos  Aires,2025-04-24 06:45:00-03:00,0.64
Buenos  Aires,2025-04-24 07:45:00-03:00,0.61
Buenos  Aires,2025-04-24 08:45:00-03:00,0.69
Buenos  Aires,2025-04-24 09:45:00-03:00,0.85
Buenos  Aires,2025-04-24 10:45:00-03:00,1.02
